N,EGT,WF,Status
91.9377,1371.12,6369.23,0
91.9631,1370.08,6373.08,0
91.9207,1370.47,6365.38,0
91.9546,1369.96,6361.54,0
91.9461,1371.15,6369.23,0
91.9969,1370.82,6376.92,0
91.9715,1369.94,6369.23,0
91.9885,1370.69,6365.38,0
91.9969,1371.3,6373.08,0
91.98,1369.18,6376.92,0
92.0054,1369.2,6369.23,0
92.0224,1370.03,6388.46,0
92.0308,1369.31,6388.46,0
92.0224,1370.1,6388.46,0
92.0647,1370.9,6384.62,0
92.0647,1370.25,6380.77,0
92.0816,1369.15,6388.46,0
92.0816,1369.62,6388.46,0
92.0901,1369.24,6392.31,0
92.0901,1369.46,6396.15,0
92.0224,1369.1,6388.46,0
91.98,1370.15,6380.77,0
91.9631,1370.35,6392.31,0
91.9207,1370.43,6384.62,0
91.9377,1368.89,6380.77,0
91.9292,1369.44,6376.92,0
91.9207,1369.34,6361.54,0
91.8615,1369.02,6373.08,0
91.8276,1370.52,6353.85,0
91.836,1369.77,6365.38,0
91.7937,1370.09,6361.54,0
91.7344,1369.22,6357.69,0
91.7175,1370.03,6353.85,0
91.7005,1370.38,6350.0,0
91.6921,1370.82,6350.0,0
91.6751,1370.01,6350.0,0
91.6328,1369.85,6342.31,0
91.5566,1368.52,6334.62,0
91.5566,1368.93,6330.77,0
91.565,1371.29,6319.23,0
91.5312,1368.71,6319.23,0
91.4888,1368.98,6323.08,0
91.4549,1369.42,6315.38,0
91.2432,1370.51,6296.15,0
90.1423,1367.47,6161.54,0
89.8374,1371.69,6138.46,0
89.7019,1366.6,6130.77,0
89.685,1370.55,6134.62,0
89.6341,1367.3,6134.62,0
89.5749,1372.31,6126.92,0
89.5071,1372.08,6134.62,0
89.4902,1365.9,6126.92,0
89.4394,1373.04,6126.92,0
89.3716,1366.0,6115.38,0
89.3716,1373.2,6126.92,0
89.3293,1368.36,6111.54,0
89.2446,1371.75,6115.38,0
89.2531,1367.1,6119.23,0
89.2107,1369.58,6107.69,0
89.1599,1371.95,6103.85,0
89.0498,1369.71,6092.31,0
89.0498,1372.83,6096.15,0
89.0159,1373.24,6100.0,0
88.999,1365.96,6092.31,0
88.98200000000001,1365.63,6073.08,0
88.9058,1372.66,6065.38,0
88.9228,1373.37,6073.08,0
88.8719,1367.69,6069.23,0
88.8719,1375.16,6080.77,0
88.8381,1369.15,6057.69,0
88.8296,1365.91,6050.0,0
88.7788,1365.94,6061.54,0
88.7619,1366.09,6053.85,0
88.7619,1367.81,6057.69,0
88.7195,1366.35,6046.15,0
88.6856,1368.32,6050.0,0
88.6264,1371.68,6050.0,0
88.6348,1371.53,6053.85,0
88.5925,1373.04,6038.46,0
88.4993,1370.21,6026.92,0
88.4993,1366.76,6023.08,0
88.4993,1369.71,6038.46,0
88.5163,1371.76,6030.77,0
88.4909,1368.08,6019.23,0
88.4824,1371.36,6019.23,0
88.3892,1372.22,6019.23,0
88.3554,1369.59,6011.54,0
88.3638,1369.74,6023.08,0
88.3384,1369.39,6023.08,0
88.3469,1366.56,6015.38,0
88.3299,1368.3,6019.23,0
88.31299999999999,1371.62,6015.38,0
88.3045,1367.83,6011.54,0
88.3299,1367.92,6015.38,0
88.3215,1371.43,6011.54,0
88.3215,1372.49,6007.69,0
88.3215,1370.38,6023.08,0
88.2961,1372.05,6003.85,0
88.2961,1370.22,6011.54,0
88.2707,1370.21,6011.54,0
88.3045,1372.32,6007.69,0
88.3215,1367.08,6011.54,0
88.31299999999999,1367.77,6007.69,0
88.2961,1367.56,6011.54,0
88.2791,1368.54,6011.54,0
88.2707,1367.59,6015.38,0
88.2961,1372.74,6015.38,0
88.2622,1372.93,6011.54,0
88.2791,1372.37,6015.38,0
88.2961,1370.78,6011.54,0
88.2707,1367.43,6011.54,0
88.2961,1373.16,6019.23,0
88.31299999999999,1369.91,6019.23,0
88.3215,1371.49,6030.77,0
89.0583,1370.63,6115.38,0
89.1006,1373.87,6115.38,0
89.14299999999999,1371.87,6111.54,0
89.1684,1371.43,6123.08,0
89.2107,1368.75,6130.77,0
89.2361,1371.3,6134.62,0
89.2531,1374.16,6134.62,0
89.2869,1372.93,6142.31,0
89.3123,1371.8,6146.15,0
89.397,1367.44,6142.31,0
89.4478,1368.84,6153.85,0
89.4478,1367.75,6157.69,0
89.4309,1367.75,6138.46,0
89.4732,1372.83,6150.0,0
89.5325,1367.92,6165.38,0
89.5071,1366.71,6165.38,0
89.5749,1368.23,6165.38,0
89.6511,1371.4,6180.77,0
89.685,1365.67,6192.31,0
89.6934,1368.3,6196.15,0
89.8035,1370.14,6192.31,0
89.8459,1370.75,6211.54,0
89.8713,1371.98,6215.38,0
89.956,1367.82,6223.08,0
89.956,1371.21,6223.08,0
89.9644,1368.83,6219.23,0
89.9644,1371.54,6223.08,0
89.9729,1366.53,6215.38,0
89.9729,1372.29,6219.23,0
89.9983,1370.57,6230.77,0
89.9814,1367.41,6226.92,0
90.0068,1371.87,6226.92,0
90.0576,1368.44,6215.38,0
90.0576,1367.67,6234.62,0
90.1423,1369.73,6230.77,0
90.1762,1372.54,6242.31,0
90.2185,1367.5,6246.15,0
90.2185,1371.41,6242.31,0
90.2778,1370.23,6265.38,0
90.2693,1370.66,6261.54,0
90.2693,1372.87,6253.85,0
90.21,1370.03,6242.31,0
90.227,1371.12,6253.85,0
90.227,1368.06,6246.15,0
90.1846,1371.01,6261.54,0
90.0491,1370.91,6253.85,0
90.1592,1369.85,6242.31,0
90.2185,1371.5,6257.69,0
90.227,1369.6,6265.38,0
90.3117,1371.61,6269.23,0
90.2947,1369.18,6265.38,0
90.227,1370.7,6257.69,0
90.1931,1371.57,6246.15,0
90.1677,1370.83,6246.15,0
90.354,1368.77,6273.08,0
90.48100000000001,1371.22,6300.0,0
90.3625,1371.79,6273.08,0
90.5234,1371.62,6307.69,0
90.5318,1368.34,6307.69,0
90.6165,1369.57,6303.85,0
90.625,1371.96,6315.38,0
90.6843,1373.8,6319.23,0
90.6335,1371.3,6311.54,0
90.4302,1369.82,6323.08,0
90.1423,1368.16,6307.69,0
90.0745,1369.19,6300.0,0
90.2608,1368.56,6280.77,0
90.48100000000001,1370.2,6296.15,0
90.625,1369.75,6326.92,0
90.6335,1369.49,6334.62,0
90.6335,1369.95,6334.62,0
90.6419,1367.78,6326.92,0
90.625,1369.85,6326.92,0
90.6504,1370.88,6342.31,0
90.6504,1370.64,6330.77,0
90.5657,1367.26,6326.92,0
90.5827,1372.78,6311.54,0
90.5573,1367.29,6323.08,0
90.5318,1370.15,6319.23,0
90.5234,1368.18,6315.38,0
90.5064,1368.15,6319.23,0
90.5149,1371.73,6319.23,0
90.5064,1367.06,6307.69,0
90.4217,1370.39,6296.15,0
90.3201,1370.78,6265.38,0
90.1846,1370.73,6261.54,0
90.1846,1368.27,6261.54,0
90.1507,1370.57,6250.0,0
90.1338,1367.59,6250.0,0
90.1338,1370.59,6253.85,0
90.083,1366.99,6246.15,0
90.0576,1372.07,6234.62,0
90.0576,1366.92,6242.31,0
90.083,1371.01,6242.31,0
90.0237,1369.53,6230.77,0
89.9983,1373.52,6223.08,0
89.9898,1373.27,6226.92,0
89.9644,1372.58,6226.92,0
89.8543,1371.21,6207.69,0
89.9136,1371.6,6223.08,0
89.8967,1368.75,6211.54,0
89.956,1368.54,6226.92,0
89.9898,1370.78,6234.62,0
89.67818557,1370.608,6112.1454109999995,2
89.3671023,1369.776,6119.703484000001,2
89.14075216,1369.5839999999998,6100.8181159999995,2
89.11630728,1368.172,6089.500637,2
88.95699348,1367.7,6100.8181159999995,2
88.81441351,1370.348,6100.8181159999995,2
88.66331728,1373.376,6097.048895,2
88.50375475,1369.374,6108.376189,2
88.29422209,1372.082,6100.8181159999995,2
88.12639128,1368.41,6081.9425630000005,2
87.97506278,1371.128,6104.597153,2
87.75752702,1375.546,6097.048895,2
87.57309586,1373.504,6093.269858,2
87.37226174,1377.7920000000001,6093.269858,2
87.21258358,1369.52,6093.269858,2
87.02833258,1372.7079999999999,6089.500637,2
86.82768094,1372.866,6093.269858,2
86.69244042,1375.0539999999999,6097.048895,2
86.51630933,1373.662,6093.269858,2
86.34834504,1374.28,6097.048895,2
86.20470197,1376.0379999999998,6100.8181159999995,2
86.03652557,1375.656,6108.376189,2
85.86841173,1374.3139999999999,6108.376189,2
85.66795923,1377.852,6104.597153,2
85.5240006,1377.66,6100.8181159999995,2
85.50783359999998,1374.2,5924.37216,2
85.5723114,1378.82,5928.02784,2
85.6044552,1378.96,5928.02784,2
85.7011719,1374.81,5931.69304,2
85.78172159999998,1377.52,5928.02784,2
85.8380208,1374.6,5928.02784,2
85.9105821,1377.36,5931.69304,2
86.0072037,1376.87,5928.02784,2
86.0394426,1377.07,5939.01392,2
86.047431,1377.28,5928.02784,2
86.03135909999999,1376.98,5931.69304,2
86.063598,1374.84,5928.02784,2
85.99912020000001,1375.81,5928.02784,2
85.94272590000001,1374.84,5920.70696,2
85.8702597,1378.53,5917.04176,2
85.7575662,1373.96,5913.386079999999,2
85.6528611,1373.51,5909.72088,2
85.6206222,1376.68,5917.04176,2
85.5642279,1374.92,5909.72088,2
85.5642279,1373.75,5909.72088,2
85.5240006,1375.97,5898.7348,2
85.4755947,1376.12,5898.7348,2
85.43536740000002,1374.64,5891.41392,2
85.40312850000001,1377.78,5895.07912,2
85.3708896,1377.53,5898.7348,2
85.3789731,1376.01,5887.75824,2
85.2984234,1378.62,5880.42784,2
85.274268,1373.39,5869.44176,2
85.2501126,1379.42,5873.10696,2
85.2420291,1377.36,5869.44176,2
85.1937183,1373.34,5854.8,2
85.18572990000001,1377.75,5865.78608,2
85.153491,1377.71,5862.1208799999995,2
85.14540749999999,1378.04,5869.44176,2
85.12125209999999,1373.54,5847.47912,2
85.0568694,1376.87,5836.49304,2
85.0246305,1377.54,5847.47912,2
84.99239159999999,1379.39,5843.8139200000005,2
84.98430809999999,1375.87,5836.49304,2
85.0084635,1374.2,5843.8139200000005,2
84.99239159999999,1379.91,5840.15824,2
84.9682362,1379.99,5854.8,2
84.9601527,1372.16,5843.8139200000005,2
84.91184190000001,1374.35,5829.17216,2
84.92800890000001,1377.62,5825.50696,2
84.8716146,1378.76,5825.50696,2
84.89577,1375.93,5821.84176,2
84.8716146,1378.53,5829.17216,2
84.8393757,1375.21,5825.50696,2
84.82330379999999,1379.19,5814.52088,2
85.00612851,1379.112,5826.247645,2
85.20521979,1377.374,5845.3248189999995,2
85.38823937,1371.986,5860.753725,2
85.51443305,1373.358,5861.427939,2
85.74621168,1375.07,5891.646272,2
85.87222289,1376.642,5896.000489999999,2
85.99803496,1378.884,5904.032467,2
86.20542902,1375.9460000000001,5912.0593340000005,2
86.38844899,1375.108,5916.339728,2
86.53034884,1370.32,5935.527647999999,2
86.73805537,1371.5320000000002,5947.261805,2
86.84678609999999,1369.914,5962.740115,2
87.0214564,1372.526,5963.217296,2
87.17127432,1373.2779999999998,5963.640413,2
87.32932608,1374.31,5979.1039200000005,2
87.43740770000001,1373.172,5990.8085280000005,2
87.62013069,1372.174,6002.513136,2
87.76116696,1372.736,6010.429354,2
87.92727046,1369.7079999999999,6025.9223520000005,2
88.10997640000001,1368.54,6026.207648,2
88.25084611,1369.162,6037.890118,2
88.3830339,1367.0639999999999,6049.572589,2
88.54045551,1372.906,6061.255059,2
88.68084420000001,1366.078,6061.419686,2
88.8211,1368.11,6073.08,2
88.8465,1371.61,6073.08,0
88.7873,1373.68,6069.23,0
88.7873,1367.1,6046.15,0
88.7619,1371.92,6065.38,0
88.7195,1370.66,6061.54,0
88.7195,1366.79,6053.85,0
88.6772,1370.54,6053.85,0
88.6433,1366.84,6042.31,0
88.6348,1372.71,6050.0,0
88.6179,1369.05,6038.46,0
88.5501,1368.25,6026.92,0
88.5247,1366.23,6034.62,0
88.5332,1369.99,6034.62,0
88.5247,1373.07,6026.92,0
88.4739,1367.91,6030.77,0
88.4824,1372.35,6034.62,0
88.4485,1368.13,6030.77,0
88.4654,1373.23,6026.92,0
88.4146,1371.58,6023.08,0
88.3808,1369.1,6015.38,0
88.2876,1367.58,6007.69,0
88.2707,1372.49,6003.85,0
88.2198,1371.65,6007.69,0
88.186,1371.86,5996.15,0
88.1182,1370.14,5980.77,0
88.0674,1369.05,5984.62,0
88.0759,1371.79,5976.92,0
87.9997,1370.2,5969.23,0
87.9912,1368.5,5961.54,0
87.9319,1366.92,5946.15,0
87.8726,1367.98,5942.31,0
87.8388,1369.26,5938.46,0
87.7625,1367.84,5926.92,0
87.7371,1372.56,5938.46,0
87.6778,1370.27,5919.23,0
87.6186,1370.31,5915.38,0
87.5847,1368.0,5903.85,0
87.5508,1369.08,5900.0,0
87.4746,1368.17,5888.46,0
87.4323,1367.16,5888.46,0
87.3814,1369.72,5884.62,0
87.3645,1369.92,5876.92,0
87.3052,1371.58,5873.08,0
87.2375,1370.62,5853.85,0
87.1867,1368.69,5853.85,0
87.1443,1371.01,5846.15,0
87.0681,1368.56,5850.0,0
87.0257,1369.31,5846.15,0
87.0766,1371.09,5842.31,0
87.085,1369.85,5850.0,0
87.4068,1370.7,5892.31,0
87.4323,1371.77,5896.15,0
87.4831,1370.18,5892.31,0
87.4323,1372.73,5884.62,0
87.4577,1370.75,5880.77,0
87.4323,1369.17,5892.31,0
87.4153,1371.54,5880.77,0
87.4153,1368.73,5888.46,0
87.3476,1367.74,5869.23,0
87.3222,1370.43,5865.38,0
87.3391,1369.47,5861.54,0
87.2967,1368.24,5861.54,0
87.2883,1371.34,5865.38,0
87.2798,1371.2,5861.54,0
87.2459,1370.9,5861.54,0
87.2629,1369.48,5865.38,0
87.2967,1368.88,5861.54,0
87.2629,1371.43,5876.92,0
87.2375,1368.94,5857.69,0
87.2205,1368.46,5842.31,0
87.0766,1368.08,5830.77,0
87.0257,1369.12,5811.54,0
86.9495,1368.81,5807.69,0
86.958,1368.32,5811.54,0
86.9156,1370.29,5807.69,0
86.9411,1369.29,5815.38,0
86.9156,1371.51,5807.69,0
86.9411,1370.33,5815.38,0
86.9241,1371.71,5819.23,0
86.9326,1371.1,5826.92,0
86.9834,1369.96,5823.08,0
86.9495,1370.81,5819.23,0
86.9665,1369.06,5819.23,0
86.958,1370.83,5826.92,0
87.0003,1369.65,5826.92,0
87.0173,1370.89,5826.92,0
87.0173,1369.19,5826.92,0
87.0003,1372.04,5834.62,0
87.0088,1368.3,5826.92,0
87.0427,1368.4,5826.92,0
87.0088,1370.6,5834.62,0
86.9834,1368.81,5826.92,0
86.9072,1370.09,5830.77,0
86.8987,1369.15,5815.38,0
86.8902,1369.17,5819.23,0
86.8479,1371.37,5819.23,0
86.8987,1368.23,5823.08,0
86.9411,1368.98,5842.31,0
86.9241,1371.39,5834.62,0
86.8818,1370.27,5815.38,0
86.8648,1370.1,5830.77,0
86.9156,1369.12,5823.08,0
86.9326,1370.75,5823.08,0
86.9665,1370.39,5834.62,0
86.9665,1367.92,5834.62,0
86.958,1370.8,5846.15,0
86.958,1370.4,5838.46,0
86.9326,1368.92,5834.62,0
86.958,1370.36,5842.31,0
86.9072,1371.56,5830.77,0
86.9072,1370.11,5842.31,0
86.8648,1368.31,5830.77,0
86.8818,1368.62,5838.46,0
86.8987,1370.95,5846.15,0
86.9241,1370.2,5846.15,0
86.9326,1370.31,5842.31,0
86.9411,1368.22,5850.0,0
86.9072,1370.4,5846.15,0
86.8818,1370.23,5834.62,0
86.9241,1369.06,5846.15,0
86.9411,1371.28,5853.85,0
86.958,1370.44,5857.69,0
86.9495,1371.11,5853.85,0
86.9072,1369.37,5846.15,0
86.9326,1371.24,5853.85,0
86.8648,1367.35,5842.31,0
86.8564,1368.59,5842.31,0
86.8479,1368.46,5846.15,0
86.8394,1371.95,5834.62,0
86.8733,1371.19,5846.15,0
86.8564,1369.25,5834.62,0
86.8479,1371.03,5842.31,0
86.8902,1371.49,5846.15,0
86.8733,1370.81,5838.46,0
86.8902,1369.3,5853.85,0
86.8818,1370.03,5846.15,0
86.8902,1368.35,5838.46,0
86.8733,1367.92,5853.85,0
86.9072,1368.62,5857.69,0
86.8818,1370.98,5850.0,0
86.8733,1369.87,5838.46,0
86.8564,1371.44,5857.69,0
86.8479,1370.22,5838.46,0
86.831,1367.84,5846.15,0
86.8225,1370.86,5846.15,0
86.8648,1368.58,5842.31,0
86.8648,1371.52,5857.69,0
86.8902,1369.68,5873.08,0
86.8902,1368.78,5865.38,0
86.9749,1371.77,5873.08,0
87.0003,1369.56,5876.92,0
87.0173,1369.13,5880.77,0
87.102,1370.68,5888.46,0
87.0766,1368.95,5900.0,0
87.1274,1369.14,5884.62,0
87.1528,1371.91,5900.0,0
87.1358,1370.25,5903.85,0
87.1951,1369.73,5903.85,0
87.1612,1367.94,5911.54,0
87.229,1367.84,5911.54,0
87.2036,1370.95,5907.69,0
87.2121,1371.05,5903.85,0
87.2544,1371.02,5915.38,0
87.2883,1370.5,5907.69,0
87.2883,1368.74,5911.54,0
87.3052,1369.48,5911.54,0
87.2883,1368.64,5915.38,0
87.3306,1371.24,5919.23,0
87.3814,1371.32,5923.08,0
87.4068,1368.77,5919.23,0
87.4746,1371.71,5938.46,0
87.4915,1371.2,5930.77,0
87.5254,1371.42,5938.46,0
87.5932,1371.6,5946.15,0
87.5932,1369.82,5946.15,0
87.6186,1368.98,5942.31,0
87.6101,1370.35,5942.31,0
87.64399999999999,1368.85,5946.15,0
87.64399999999999,1371.52,5942.31,0
87.6863,1369.05,5938.46,0
87.6694,1371.9,5938.46,0
87.7033,1368.55,5957.69,0
87.6694,1372.17,5942.31,0
87.7117,1371.8,5934.62,0
87.6778,1370.71,5926.92,0
87.7117,1372.21,5946.15,0
87.7202,1373.51,5957.69,0
87.7795,1370.6,5953.85,0
87.8049,1371.07,5965.38,0
87.8472,1368.69,5965.38,0
87.8218,1370.22,5961.54,0
87.8218,1368.93,5965.38,0
87.8726,1369.61,5969.23,0
87.8726,1370.61,5953.85,0
87.9065,1369.69,5953.85,0
87.898,1368.1,5965.38,0
87.8896,1368.08,5957.69,0
87.8811,1372.13,5973.08,0
87.8642,1368.35,5946.15,0
87.8388,1370.71,5946.15,0
87.8133,1367.87,5946.15,0
87.8557,1372.1,5950.0,0
87.8472,1372.53,5938.46,0
87.898,1372.07,5946.15,0
87.898,1372.02,5957.69,0
87.915,1371.68,5961.54,0
87.9488,1371.16,5946.15,0
87.9912,1368.07,5961.54,0
87.9827,1369.42,5961.54,0
87.9912,1370.91,5953.85,0
87.9743,1369.27,5961.54,0
87.9234,1368.71,5953.85,0
87.9573,1369.39,5942.31,0
87.9234,1371.36,5946.15,0
87.9404,1367.53,5946.15,0
87.915,1369.18,5946.15,0
87.8896,1368.14,5942.31,0
87.8811,1371.34,5938.46,0
87.8811,1372.05,5950.0,0
87.898,1371.34,5950.0,0
87.898,1368.18,5942.31,0
87.9065,1370.05,5938.46,0
87.915,1367.67,5950.0,0
87.915,1371.57,5950.0,0
87.9065,1372.3,5957.69,0
87.915,1371.12,5946.15,0
87.9234,1371.9,5946.15,0
87.898,1368.65,5953.85,0
87.9404,1371.83,5950.0,0
87.8726,1369.89,5957.69,0
87.915,1370.46,5950.0,0
87.9488,1371.96,5957.69,0
87.9065,1369.52,5961.54,0
87.9065,1370.7,5953.85,0
87.9065,1368.35,5953.85,0
87.9065,1368.87,5942.31,0
87.9319,1371.57,5950.0,0
87.9404,1371.03,5957.69,0
87.9319,1368.95,5953.85,0
87.9827,1367.7,5957.69,0
87.9319,1368.35,5953.85,0
87.9234,1370.2,5965.38,0
87.9573,1368.33,5961.54,0
87.9658,1366.92,5953.85,0
87.9319,1372.15,5961.54,0
87.9319,1367.39,5953.85,0
87.9573,1368.45,5957.69,0
87.9404,1370.76,5957.69,0
87.9404,1369.56,5957.69,0
87.915,1368.7,5957.69,0
87.9234,1371.14,5946.15,0
87.8896,1370.33,5953.85,0
87.8388,1370.85,5938.46,0
87.8303,1370.24,5930.77,0
87.8133,1368.14,5950.0,0
87.8388,1369.16,5950.0,0
87.8642,1369.18,5953.85,0
87.8642,1369.11,5950.0,0
87.8811,1369.35,5953.85,0
87.8896,1371.02,5950.0,0
87.8811,1370.49,5957.69,0
87.8896,1368.17,5957.69,0
87.8896,1368.9,5961.54,0
87.9319,1367.7,5946.15,0
87.9234,1368.81,5961.54,0
87.898,1368.47,5946.15,0
87.8726,1370.46,5946.15,0
88.3299,1369.36,6015.38,0
88.3554,1366.14,6011.54,0
88.3808,1371.18,6007.69,0
88.3299,1372.72,6007.69,0
88.3638,1368.92,6007.69,0
88.3299,1371.49,6003.85,0
88.3723,1372.35,6007.69,0
88.3808,1371.23,6015.38,0
88.3808,1371.4,6003.85,0
88.3469,1371.24,6007.69,0
88.3554,1370.04,6007.69,0
88.3469,1371.44,6007.69,0
88.3469,1371.16,6003.85,0
88.2961,1367.65,6007.69,0
88.2791,1368.88,5988.46,0
88.31299999999999,1370.37,6003.85,0
88.2368,1372.25,5992.31,0
88.2114,1371.28,5980.77,0
88.1606,1368.5,5980.77,0
88.1944,1367.25,5976.92,0
88.1944,1368.2,5973.08,0
88.0928,1368.41,5969.23,0
88.0759,1367.32,5969.23,0
88.0844,1370.06,5957.69,0
88.0589,1367.07,5953.85,0
88.0251,1370.91,5961.54,0
87.9997,1368.91,5950.0,0
87.9743,1370.11,5942.31,0
87.9488,1369.99,5938.46,0
87.898,1373.02,5934.62,0
87.8642,1371.79,5923.08,0
87.8726,1370.57,5915.38,0
87.8303,1368.94,5923.08,0
87.8388,1368.99,5919.23,0
87.8472,1372.34,5923.08,0
87.7964,1370.89,5919.23,0
87.771,1371.58,5911.54,0
87.771,1370.82,5903.85,0
87.7541,1367.22,5903.85,0
87.7202,1370.39,5903.85,0
87.7371,1371.41,5907.69,0
87.7287,1371.49,5900.0,0
87.7202,1369.61,5900.0,0
87.7541,1368.18,5907.69,0
87.7541,1367.87,5900.0,0
87.6609,1370.85,5884.62,0
87.6863,1369.42,5900.0,0
87.6524,1370.89,5892.31,0
87.6524,1368.13,5888.46,0
87.64399999999999,1370.42,5892.31,0
87.6016,1370.15,5888.46,0
87.6186,1371.31,5884.62,0
87.5677,1368.22,5880.77,0
87.5254,1371.31,5876.92,0
87.5508,1371.25,5888.46,0
87.5339,1368.38,5884.62,0
87.5169,1368.79,5869.23,0
87.4915,1371.14,5876.92,0
87.4915,1369.94,5865.38,0
87.5254,1370.95,5873.08,0
87.4831,1371.47,5869.23,0
87.5254,1369.99,5857.69,0
87.4153,1368.53,5853.85,0
87.4153,1370.92,5850.0,0
87.3814,1368.86,5846.15,0
87.3899,1368.69,5853.85,0
87.3222,1371.34,5846.15,0
87.3306,1370.02,5846.15,0
87.2967,1371.05,5838.46,0
87.2967,1370.93,5834.62,0
87.2798,1368.15,5842.31,0
87.2798,1368.61,5846.15,0
87.2544,1367.28,5842.31,0
87.2798,1368.94,5838.46,0
87.2121,1369.35,5834.62,0
87.2544,1368.61,5846.15,0
87.2205,1370.89,5834.62,0
87.1782,1368.69,5826.92,0
87.1951,1368.88,5826.92,0
87.2036,1369.24,5830.77,0
87.2544,1368.26,5834.62,0
87.1867,1369.31,5830.77,0
87.1951,1369.97,5834.62,0
87.1697,1371.58,5834.62,0
87.2121,1368.6,5830.77,0
87.1951,1368.36,5823.08,0
87.1782,1368.27,5823.08,0
87.1443,1369.52,5823.08,0
87.1528,1369.17,5830.77,0
87.1697,1370.6,5826.92,0
87.1697,1370.32,5834.62,0
87.1697,1371.06,5838.46,0
87.1443,1371.21,5842.31,0
87.1274,1368.18,5830.77,0
87.1612,1370.0,5838.46,0
87.1697,1371.52,5850.0,0
87.1867,1370.47,5846.15,0
87.1443,1368.17,5842.31,0
87.2036,1369.02,5850.0,0
87.2036,1368.44,5846.15,0
87.2205,1369.6,5853.85,0
87.2205,1369.49,5857.69,0
87.2544,1370.01,5857.69,0
87.2544,1369.14,5853.85,0
87.1782,1370.02,5850.0,0
87.2205,1368.83,5857.69,0
87.1951,1368.82,5850.0,0
87.229,1368.07,5857.69,0
87.2036,1369.88,5853.85,0
87.1867,1368.24,5850.0,0
87.1697,1371.28,5857.69,0
87.2205,1368.95,5857.69,0
87.2459,1372.0,5857.69,0
87.1951,1368.6,5853.85,0
87.2036,1368.69,5857.69,0
87.2121,1367.74,5846.15,0
87.1697,1372.39,5857.69,0
87.1528,1371.12,5850.0,0
87.1867,1371.37,5846.15,0
87.2121,1371.92,5846.15,0
87.1951,1368.76,5842.31,0
87.1697,1370.11,5842.31,0
87.1528,1372.55,5838.46,0
87.1189,1368.37,5830.77,0
87.0596,1368.34,5834.62,0
87.102,1370.73,5834.62,0
87.0512,1370.81,5823.08,0
87.0427,1369.89,5815.38,0
87.0427,1369.4,5815.38,0
87.0596,1368.81,5823.08,0
86.9411,1369.97,5815.38,0
86.9919,1368.87,5815.38,0
87.0427,1369.1,5819.23,0
87.085,1369.21,5823.08,0
87.1274,1369.7,5830.77,0
87.1189,1369.65,5834.62,0
87.1528,1370.07,5842.31,0
87.2036,1369.82,5857.69,0
87.2544,1368.86,5865.38,0
87.2459,1370.84,5857.69,0
87.2798,1368.99,5869.23,0
87.2629,1371.34,5865.38,0
87.2798,1370.25,5861.54,0
87.2459,1368.12,5853.85,0
87.2121,1371.22,5853.85,0
87.1697,1369.58,5846.15,0
87.1697,1370.01,5834.62,0
87.1528,1368.56,5834.62,0
87.1867,1368.23,5838.46,0
87.2121,1370.39,5846.15,0
87.1612,1369.59,5830.77,0
87.1782,1367.91,5846.15,0
87.1951,1370.19,5842.31,0
87.1528,1368.19,5846.15,0
87.2036,1371.13,5846.15,0
87.2459,1369.19,5846.15,0
87.1697,1371.2,5842.31,0
87.2375,1370.69,5850.0,0
87.2205,1369.3,5842.31,0
87.3137,1368.36,5865.38,0
87.3052,1368.5,5876.92,0
87.3306,1368.43,5869.23,0
87.37299999999999,1370.35,5876.92,0
87.4153,1371.25,5884.62,0
87.4323,1371.25,5880.77,0
87.4661,1372.29,5888.46,0
87.4153,1371.59,5869.23,0
87.4238,1368.98,5880.77,0
87.4407,1370.8,5861.54,0
87.4153,1368.93,5861.54,0
87.4492,1369.94,5861.54,0
87.4831,1368.16,5857.69,0
87.4661,1368.33,5869.23,0
87.4492,1368.6,5876.92,0
87.5254,1368.73,5880.77,0
87.5085,1368.3,5869.23,0
87.5508,1371.55,5888.46,0
87.6101,1370.51,5888.46,0
87.5762,1371.82,5876.92,0
87.5677,1372.24,5873.08,0
87.6101,1368.66,5880.77,0
87.5677,1370.2,5884.62,0
87.6186,1371.42,5873.08,0
87.5847,1369.13,5880.77,0
87.6186,1369.38,5880.77,0
87.5762,1370.59,5873.08,0
87.5593,1371.39,5873.08,0
87.5677,1372.04,5869.23,0
87.6101,1368.57,5869.23,0
87.5762,1370.37,5876.92,0
87.6186,1371.25,5876.92,0
87.5847,1371.36,5873.08,0
87.5847,1369.37,5869.23,0
87.5932,1371.58,5876.92,0
87.5677,1370.16,5861.54,0
87.5593,1371.42,5865.38,0
87.5508,1371.16,5865.38,0
87.6016,1369.6,5884.62,0
87.6186,1370.88,5865.38,0
87.6863,1371.22,5853.85,0
87.8218,1369.42,5876.92,0
88.0505,1372.08,5880.77,0
88.1267,1370.95,5876.92,0
88.2114,1371.92,5880.77,0
88.1182,1370.07,5884.62,0
88.0251,1369.24,5873.08,0
87.9827,1370.25,5880.77,0
87.8896,1368.03,5869.23,0
87.8049,1368.35,5873.08,0
87.8049,1370.62,5869.23,0
87.771,1368.67,5865.38,0
87.7456,1372.81,5861.54,0
87.7541,1371.5,5861.54,0
87.7541,1369.9,5873.08,0
87.7371,1371.26,5861.54,0
87.7456,1371.5,5865.38,0
87.7202,1367.66,5865.38,0
87.6863,1368.53,5857.69,0
87.6694,1368.53,5850.0,0
87.6948,1370.4,5853.85,0
